fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportTime,symbol,totalRevenue,grossProfit,operatingIncome,netIncome,grossMargin,operatingMargin,netMargin,event_id_x,ticker,revenue_growth,margin_trend,profitability,revenue_growth_regime,eps_surprise_regime,profitability_regime,margin_trend_regime,financial_strength_regime,event_id_reported,event_id_y,CAR_m1_p1,CAR_m2_p2,CAR_m5_p5,eps_bin2
2005-09-30,2005-10-11,0.01,0.01,0.0,0.0,post-market,AAPL,3678000000,1035000000,418000000,430000000,0.2814029363784666,0.1136487221315932,0.1169113648722131,AAPL_2005-09-30,AAPL,,,0.1136487221315932,missing,small,medium,missing,mixed,AAPL_2005-10-11,AAPL_2005-10-11,0.012122451813385397,0.0927763227589544,0.058988294258651895,0
2005-12-31,2006-01-18,0.02,0.02,0.0,0.0,post-market,AAPL,5749000000,1564000000,750000000,565000000,0.2720473125761002,0.1304574708644982,0.0982779613845886,AAPL_2005-12-31,AAPL,0.5630777596519847,-0.0186334034876245,0.1304574708644982,high_growth,small,medium,contraction,mixed,AAPL_2006-01-18,AAPL_2006-01-18,-0.0844189610725117,-0.08870033062142761,-0.06380974245973431,0
2006-03-31,2006-04-19,0.02,0.02,0.0,0.0,post-market,AAPL,4359000000,1297000000,529000000,410000000,0.2975453085570085,0.1213581096581784,0.0940582702454691,AAPL_2006-03-31,AAPL,-0.2417811793355366,-0.0042196911391194,0.1213581096581784,negative_growth,small,medium,stable,mixed,AAPL_2006-04-19,AAPL_2006-04-19,0.0144410693009112,-0.0008143444728051002,-0.0113405781276163,0
2006-06-30,2006-07-19,0.02,0.02,0.0,0.0,post-market,AAPL,4370000000,1325000000,566000000,472000000,0.3032036613272311,0.1295194508009153,0.1080091533180778,AAPL_2006-06-30,AAPL,0.0025235145675612,0.0139508830726086,0.1295194508009153,moderate_growth,small,medium,expansion,mixed,AAPL_2006-07-19,AAPL_2006-07-19,0.15383291184939998,0.20873590387840008,0.1700229861207925,0
2006-09-30,2006-10-18,0.02,0.02,0.0,0.0,post-market,AAPL,4370000000,1412000000,608000000,542000000,0.323112128146453,0.1391304347826087,0.1240274599542334,AAPL_2006-09-30,AAPL,0.0,0.0160183066361555,0.1391304347826087,moderate_growth,small,medium,expansion,mixed,AAPL_2006-10-18,AAPL_2006-10-18,0.053753686751464295,0.06518432126359079,0.06557446145514259,0
2006-12-31,2007-01-17,0.04,0.03,0.01,33.3333,post-market,AAPL,7115000000,2220000000,1322000000,1004000000,0.3120168657765285,0.1858046380885453,0.1411103302881236,AAPL_2006-12-31,AAPL,0.6281464530892449,0.0170828703338901,0.1858046380885453,high_growth,large_positive,medium,expansion,mixed,AAPL_2007-01-17,AAPL_2007-01-17,-0.0341197327133759,-0.0457545946593359,-0.0780338537685185,1
2007-03-31,2007-04-25,0.03,0.02,0.01,50.0,post-market,AAPL,5264000000,1849000000,986000000,770000000,0.3512537993920973,0.1873100303951367,0.1462765957446808,AAPL_2007-03-31,AAPL,-0.2601546029515109,0.0051662654565572,0.1873100303951367,negative_growth,large_positive,medium,expansion,mixed,AAPL_2007-04-25,AAPL_2007-04-25,0.037248397283205996,0.073750933824492,0.0829397289383115,1
2007-06-30,2007-07-25,0.03,0.03,0.0,0.0,post-market,AAPL,5410000000,1995000000,1041000000,818000000,0.3687615526802218,0.1924214417744917,0.1512014787430683,AAPL_2007-06-30,AAPL,0.0277355623100303,0.0049248829983875,0.1924214417744917,moderate_growth,small,medium,stable,mixed,AAPL_2007-07-25,AAPL_2007-07-25,0.043993107473533306,0.037552745501545304,0.04380562678417801,0
2007-09-30,2007-10-22,0.04,0.03,0.01,33.3333,post-market,AAPL,6217000000,2090000000,1060000000,904000000,0.3361750040212321,0.1705002412739263,0.1454077529354994,AAPL_2007-09-30,AAPL,0.1491682070240296,-0.0057937258075689,0.1705002412739263,high_growth,large_positive,medium,contraction,mixed,AAPL_2007-10-22,AAPL_2007-10-22,0.0507101333805169,0.0558833001892351,0.0400452204537017,1
2007-12-31,2008-01-22,0.06,0.06,0.0,0.0,post-market,AAPL,9608000000,3332000000,2126000000,1581000000,0.3467943380516236,0.2212739383846794,0.1645503746877602,AAPL_2007-12-31,AAPL,0.5454399227923437,0.0191426217522608,0.2212739383846794,high_growth,small,medium,expansion,mixed,AAPL_2008-01-22,AAPL_2008-01-22,-0.1327679119437649,-0.19097211274866938,-0.1757055270685392,0
2008-03-31,2008-04-23,0.0425,0.0375,0.005,13.3333,post-market,AAPL,7512000000,2474000000,1315000000,1045000000,0.3293397231096912,0.1750532481363152,0.1391107561235356,AAPL_2008-03-31,AAPL,-0.2181515403830142,-0.0254396185642246,0.1750532481363152,negative_growth,large_positive,medium,contraction,mixed,AAPL_2008-04-23,AAPL_2008-04-23,-0.005913839902686298,0.0450806554041969,0.06649453261421111,1
2008-06-30,2008-07-21,0.0425,0.0375,0.005,13.3333,post-market,AAPL,7464000000,2600000000,1392000000,1072000000,0.3483386923901393,0.1864951768488746,0.1436227224008574,AAPL_2008-06-30,AAPL,-0.0063897763578274,0.0045119662773218,0.1864951768488746,negative_growth,large_positive,medium,stable,mixed,AAPL_2008-07-21,AAPL_2008-07-21,-0.030322291794952203,-0.015624419087899402,-0.0964078571629183,1
2008-09-30,2008-10-21,0.045,0.04,0.005,12.5,post-market,AAPL,7895000000,2739000000,1442000000,1136000000,0.3469284357188094,0.1826472450918302,0.143888537048765,AAPL_2008-09-30,AAPL,0.057743837084673,0.0002658146479075,0.1826472450918302,moderate_growth,large_positive,medium,stable,mixed,AAPL_2008-10-21,AAPL_2008-10-21,0.0672475125334409,0.0912278689459628,0.04611481983752701,1
2008-12-31,2009-01-21,0.0625,0.05,0.0125,25.0,post-market,AAPL,11880000000,4507000000,3101000000,2255000000,0.3793771043771043,0.261026936026936,0.1898148148148148,AAPL_2008-12-31,AAPL,0.5047498416719443,0.0459262777660497,0.261026936026936,high_growth,large_positive,high,expansion,strong_fundamentals,AAPL_2009-01-21,AAPL_2009-01-21,0.123481811461062,0.1164928268562632,0.09785378736935671,1
2009-03-31,2009-04-22,0.0475,0.04,0.0075,18.75,post-market,AAPL,9084000000,3627000000,2323000000,1620000000,0.3992734478203434,0.2557243505063848,0.178335535006605,AAPL_2009-03-31,AAPL,-0.2353535353535353,-0.0114792798082097,0.2557243505063848,negative_growth,large_positive,high,contraction,mixed,AAPL_2009-04-22,AAPL_2009-04-22,0.0127589838001314,-0.014037359107734598,0.010391665159653202,1
2009-06-30,2009-07-21,0.0475,0.0425,0.005,11.7647,post-market,AAPL,9734000000,3983000000,2632000000,1828000000,0.409184302445038,0.2703924388740497,0.1877953564824327,AAPL_2009-06-30,AAPL,0.0715543813298107,0.0094598214758276,0.2703924388740497,moderate_growth,large_positive,high,expansion,strong_fundamentals,AAPL_2009-07-21,AAPL_2009-07-21,0.0046847008209802005,-0.012907031472019,0.0136053240778924,1
2009-09-30,2009-10-19,0.065,0.05,0.015,30.0,post-market,AAPL,9870000000,3614000000,2193000000,1665000000,0.366160081053698,0.2221884498480243,0.168693009118541,AAPL_2009-09-30,AAPL,0.0139716457776863,-0.0191023473638917,0.2221884498480243,moderate_growth,large_positive,medium,contraction,mixed,AAPL_2009-10-19,AAPL_2009-10-19,0.049710521026576304,0.08447757217962731,0.05093064157317131,1
2009-12-31,2010-01-25,0.13,0.075,0.055,73.3333,post-market,AAPL,15683000000,6411000000,4725000000,3378000000,0.4087865841994516,0.3012816425428808,0.2153924631766881,AAPL_2009-12-31,AAPL,0.5889564336372848,0.0466994540581471,0.3012816425428808,high_growth,large_positive,high,expansion,strong_fundamentals,AAPL_2010-01-25,AAPL_2010-01-25,0.0403793183331534,0.0391216358942463,-0.04064921730390461,1
2010-03-31,2010-04-20,0.12,0.0875,0.0325,37.1429,post-market,AAPL,13499000000,5625000000,3979000000,3074000000,0.4166975331506037,0.2947625750055559,0.2277205718942143,AAPL_2010-03-31,AAPL,-0.1392590703309315,0.0123281087175262,0.2947625750055559,negative_growth,large_positive,high,expansion,strong_fundamentals,AAPL_2010-04-20,AAPL_2010-04-20,0.0369073047748901,0.0577229041261577,0.0893829717843974,1
2010-06-30,2010-07-20,0.125,0.11,0.015,13.6364,post-market,AAPL,15700000000,6136000000,4234000000,3253000000,0.390828025477707,0.2696815286624204,0.2071974522292993,AAPL_2010-06-30,AAPL,0.1630491147492407,-0.0205231196649149,0.2696815286624204,high_growth,large_positive,high,contraction,mixed,AAPL_2010-07-20,AAPL_2010-07-20,0.005102562310858101,-0.009539549914943499,-0.0006698672498673969,1
2010-09-30,2010-10-18,0.165,0.145,0.02,13.7931,post-market,AAPL,20343000000,7512000000,5447000000,4308000000,0.3692670697537236,0.2677579511379835,0.2117681757852824,AAPL_2010-09-30,AAPL,0.295732484076433,0.004570723555983,0.2677579511379835,high_growth,large_positive,high,stable,mixed,AAPL_2010-10-18,AAPL_2010-10-18,-0.0083146074859301,-0.0144849359420751,-0.0082000950226465,1
2010-12-31,2011-01-18,0.23,0.1925,0.0375,19.4805,post-market,AAPL,26741000000,10298000000,7827000000,6004000000,0.3851015294865562,0.2926966082046296,0.2245241389626416,AAPL_2010-12-31,AAPL,0.3145062183552081,0.0127559631773591,0.2926966082046296,high_growth,large_positive,high,expansion,strong_fundamentals,AAPL_2011-01-18,AAPL_2011-01-18,-0.0187517179311352,-0.0299329702390759,-0.0380189631016435,1
2011-03-31,2011-04-20,0.2275,0.1925,0.035,18.1818,post-market,AAPL,24667000000,10218000000,7874000000,5987000000,0.4142376454372238,0.3192119025418575,0.2427129363116714,AAPL_2011-03-31,AAPL,-0.0775588048315321,0.0181887973490298,0.3192119025418575,negative_growth,large_positive,high,expansion,strong_fundamentals,AAPL_2011-04-20,AAPL_2011-04-20,0.022509707299015698,0.0466979321421091,0.035667524195962794,1
2011-06-30,2011-07-19,0.2775,0.2075,0.07,33.7349,post-market,AAPL,28571000000,11922000000,9379000000,7308000000,0.4172762591438871,0.3282699240488607,0.2557838367575513,AAPL_2011-06-30,AAPL,0.1582681315117362,0.0130709004458798,0.3282699240488607,high_growth,large_positive,high,expansion,strong_fundamentals,AAPL_2011-07-19,AAPL_2011-07-19,0.051474824255922,0.0455969508252847,0.0748646058120284,1
2011-09-30,2011-10-18,0.2525,0.265,-0.0125,-4.717,post-market,AAPL,28270000000,11380000000,8710000000,6623000000,0.4025468694729395,0.3081004598514326,0.2342766183233109,AAPL_2011-09-30,AAPL,-0.0105351580273703,-0.0215072184342403,0.3081004598514326,negative_growth,moderate_negative,high,contraction,mixed,AAPL_2011-10-18,AAPL_2011-10-18,-0.0422458513073471,-0.0510635615888452,-0.0459381457730266,0
2011-12-31,2012-01-24,0.495,0.3625,0.1325,36.5517,post-market,AAPL,46333000000,20703000000,17340000000,13064000000,0.4468305527377895,0.374247296743142,0.2819588630134029,AAPL_2011-12-31,AAPL,0.6389458790236999,0.0476822446900919,0.374247296743142,high_growth,large_positive,high,expansion,strong_fundamentals,AAPL_2012-01-24,AAPL_2012-01-24,0.0524162747182224,0.050827474479306196,0.0259718369686323,1
2012-03-31,2012-04-24,0.44,0.3575,0.0825,23.0769,post-market,AAPL,39186000000,18564000000,15384000000,11622000000,0.4737406216505895,0.3925891900168427,0.2965855152350329,AAPL_2012-03-31,AAPL,-0.1542529082943042,0.01462665222163,0.3925891900168427,negative_growth,large_positive,high,expansion,strong_fundamentals,AAPL_2012-04-24,AAPL_2012-04-24,0.050862227482148206,0.0387297249180865,-0.03357914754821009,1
2012-06-30,2012-07-24,0.3325,0.37,-0.0375,-10.1351,post-market,AAPL,35023000000,14994000000,11573000000,8824000000,0.4281186648773663,0.3304399965736802,0.2519487194129572,AAPL_2012-06-30,AAPL,-0.1062369213494615,-0.0446367958220756,0.3304399965736802,negative_growth,large_negative,high,contraction,mixed,AAPL_2012-07-24,AAPL_2012-07-24,-0.025688557683321102,-0.0449529130769293,-0.05759530049082889,0
2012-09-30,2012-10-25,0.31,0.3125,-0.0025,-0.8,post-market,AAPL,37472000000,13871000000,10030000000,7512000000,0.3701697267292912,0.2676665243381725,0.2004696840307429,AAPL_2012-09-30,AAPL,0.0699254775433286,-0.0514790353822143,0.2676665243381725,moderate_growth,small,high,contraction,mixed,AAPL_2012-10-25,AAPL_2012-10-25,-0.0176103179462851,-0.0423292053491773,-0.007459838028426704,0
2012-12-31,2013-01-23,0.4925,0.48,0.0125,2.6042,post-market,AAPL,54512000000,21060000000,17210000000,13078000000,0.3863369533313766,0.3157103023187555,0.2399104784267684,AAPL_2012-12-31,AAPL,0.4547395388556789,0.0394407943960255,0.3157103023187555,high_growth,small,high,expansion,mixed,AAPL_2013-01-23,AAPL_2013-01-23,-0.0892744891240837,-0.121210482907119,-0.10202748626280429,1
2013-03-31,2013-04-23,0.36,0.3575,0.0025,0.6993,post-market,AAPL,43603000000,16349000000,12558000000,9547000000,0.3749512648212278,0.2880077058917964,0.2189528243469486,AAPL_2013-03-31,AAPL,-0.2001210742588788,-0.0209576540798198,0.2880077058917964,negative_growth,small,high,contraction,mixed,AAPL_2013-04-23,AAPL_2013-04-23,0.0154976832978733,0.016332308392737,0.024017362242229598,1
2013-06-30,2013-07-23,0.2675,0.2625,0.005,1.9048,post-market,AAPL,35323000000,13024000000,9201000000,6900000000,0.3687116043371174,0.2604818390283951,0.1953401466466608,AAPL_2013-06-30,AAPL,-0.1898951906978877,-0.0236126777002878,0.2604818390283951,negative_growth,small,high,contraction,mixed,AAPL_2013-07-23,AAPL_2013-07-23,0.0470420589807632,0.037571413133730996,0.0428967731778719,1
2013-09-30,2013-10-28,0.295,0.285,0.01,3.5088,post-market,AAPL,37472000000,13871000000,10030000000,7512000000,0.3701697267292912,0.2676665243381725,0.2004696840307429,AAPL_2013-09-30,AAPL,0.0608385471222716,0.005129537384082,0.2676665243381725,moderate_growth,moderate_positive,high,expansion,strong_fundamentals,AAPL_2013-10-28,AAPL_2013-10-28,-0.0191686681057629,0.000442074138841099,0.0005852088529597985,1
2013-12-31,2014-01-27,0.5175,0.5025,0.015,2.9851,post-market,AAPL,57594000000,21846000000,17463000000,13072000000,0.3793103448275862,0.3032086675695385,0.2269680869535021,AAPL_2013-12-31,AAPL,0.5369876174210078,0.0264984029227592,0.3032086675695385,high_growth,small,high,expansion,mixed,AAPL_2014-01-27,AAPL_2014-01-27,-0.06910095922977709,-0.0741743732318458,-0.0787464023682636,1
2014-03-31,2014-04-23,0.415,0.365,0.05,13.6986,post-market,AAPL,45646000000,17947000000,13593000000,10223000000,0.3931779345397187,0.2977917013538974,0.223962669237173,AAPL_2014-03-31,AAPL,-0.2074521651560926,-0.003005417716329,0.2977917013538974,negative_growth,large_positive,high,stable,mixed,AAPL_2014-04-23,AAPL_2014-04-23,0.06714891391893721,0.0923130820987067,0.13127787297932042,1
2014-06-30,2014-07-22,0.32,0.3075,0.0125,4.065,post-market,AAPL,37432000000,14735000000,10282000000,7748000000,0.3936471468262449,0.2746847617012182,0.2069886727933319,AAPL_2014-06-30,AAPL,-0.1799500503877666,-0.016973996443841,0.2746847617012182,negative_growth,moderate_positive,high,contraction,mixed,AAPL_2014-07-22,AAPL_2014-07-22,0.0205846011325824,0.0177873358486823,0.0185618855363376,1
2014-09-30,2014-10-20,0.355,0.3275,0.0275,8.3969,post-market,AAPL,42123000000,16009000000,11165000000,8467000000,0.3800536523989269,0.2650570946988581,0.2010065759798684,AAPL_2014-09-30,AAPL,0.1253205813207949,-0.0059820968134635,0.2650570946988581,high_growth,moderate_positive,high,contraction,mixed,AAPL_2014-10-20,AAPL_2014-10-20,0.0122636845769824,0.0224842449762191,-0.002671956462019502,1
2014-12-31,2015-01-27,0.765,0.65,0.115,17.6923,post-market,AAPL,74599000000,29741000000,24246000000,18024000000,0.3986782664646979,0.3250177616321935,0.2416118178527862,AAPL_2014-12-31,AAPL,0.7709802245803956,0.0406052418729178,0.3250177616321935,high_growth,large_positive,high,expansion,strong_fundamentals,AAPL_2015-01-27,AAPL_2015-01-27,0.0451570609913967,0.0659135243409168,0.0710725077968673,1
2015-03-31,2015-04-27,0.5825,0.54,0.0425,7.8704,post-market,AAPL,58010000000,23656000000,18278000000,13569000000,0.4077917600413722,0.3150836062747802,0.2339079469057059,AAPL_2015-03-31,AAPL,-0.2223756350621322,-0.0077038709470803,0.3150836062747802,negative_growth,moderate_positive,high,contraction,mixed,AAPL_2015-04-27,AAPL_2015-04-27,0.009511422037779802,0.001490648203301203,0.013509620791212405,1
2015-06-30,2015-07-21,0.4625,0.4525,0.01,2.2099,post-market,AAPL,49605000000,19681000000,14083000000,10677000000,0.3967543594395726,0.2839028323757686,0.2152403991533111,AAPL_2015-06-30,AAPL,-0.1448888122737459,-0.0186675477523947,0.2839028323757686,negative_growth,small,high,contraction,mixed,AAPL_2015-07-21,AAPL_2015-07-21,-0.0265064310907432,-0.022101319020817203,-0.018398232780346,1
2015-09-30,2015-10-27,0.49,0.47,0.02,4.2553,post-market,AAPL,51501000000,20548000000,14623000000,11124000000,0.3989825440282712,0.2839362342478786,0.2159958059066814,AAPL_2015-09-30,AAPL,0.0382219534321137,0.0007554067533702,0.2839362342478786,moderate_growth,moderate_positive,high,stable,mixed,AAPL_2015-10-27,AAPL_2015-10-27,-0.0119792826915259,0.0037977052773271007,-0.0009584702676266022,1
2015-12-31,2016-01-26,0.82,0.8075,0.0125,1.548,post-market,AAPL,75872000000,30423000000,24171000000,18361000000,0.4009779628848587,0.3185760227752003,0.241999683677773,AAPL_2015-12-31,AAPL,0.473214112347333,0.0260038777710915,0.3185760227752003,high_growth,small,high,expansion,mixed,AAPL_2016-01-26,AAPL_2016-01-26,-0.0469309948237783,-0.0486300229712068,-0.0186043845819992,1
2016-03-31,2016-04-26,0.475,0.5,-0.025,-5.0,post-market,AAPL,50557000000,19921000000,13987000000,10516000000,0.394030500227466,0.276658029550804,0.2080028482702692,AAPL_2016-03-31,AAPL,-0.3336540489245044,-0.0339968354075037,0.276658029550804,negative_growth,moderate_negative,high,contraction,mixed,AAPL_2016-04-26,AAPL_2016-04-26,-0.0642966137940087,-0.0818418272229416,-0.0897107525393654,0
2016-06-30,2016-07-26,0.355,0.345,0.01,2.8986,post-market,AAPL,42358000000,16106000000,10105000000,7796000000,0.3802351385806695,0.2385617828981538,0.1840502384437414,AAPL_2016-06-30,AAPL,-0.1621733884526376,-0.0239526098265278,0.2385617828981538,negative_growth,small,medium,contraction,mixed,AAPL_2016-07-26,AAPL_2016-07-26,0.0388411857910424,0.0501954010654487,0.03395601759249341,1
2016-09-30,2016-10-25,0.4175,0.415,0.0025,0.6024,post-market,AAPL,46852000000,17813000000,11761000000,9014000000,0.380197216767694,0.2510245026893196,0.1923930675318022,AAPL_2016-09-30,AAPL,0.1060956607960716,0.0083428290880607,0.2510245026893196,high_growth,small,high,expansion,mixed,AAPL_2016-10-25,AAPL_2016-10-25,-0.009222691243179003,-0.013826373305124002,-0.0244209443214793,1
2016-12-31,2017-01-31,0.84,0.8025,0.0375,4.6729,post-market,AAPL,78351000000,30176000000,23359000000,17891000000,0.3851386708529565,0.2981327615473957,0.2283442457658485,AAPL_2016-12-31,AAPL,0.6723085460599334,0.0359511782340463,0.2981327615473957,high_growth,moderate_positive,high,expansion,strong_fundamentals,AAPL_2017-01-31,AAPL_2017-01-31,0.0573012556045429,0.0559356401659675,0.0536962327286638,1
2017-03-31,2017-05-02,0.525,0.505,0.02,3.9604,post-market,AAPL,52896000000,20591000000,14097000000,11029000000,0.3892732909860859,0.2665040834845735,0.2085034785238959,AAPL_2017-03-31,AAPL,-0.324884175058391,-0.0198407672419526,0.2665040834845735,negative_growth,moderate_positive,high,contraction,mixed,AAPL_2017-05-02,AAPL_2017-05-02,0.0165111340668689,0.0110848305751912,0.016643779154505902,1
2017-06-30,2017-08-01,0.4175,0.3925,0.025,6.3694,post-market,AAPL,45408000000,17488000000,10768000000,8717000000,0.3851303735024665,0.2371388301620859,0.1919705778717406,AAPL_2017-06-30,AAPL,-0.1415607985480943,-0.0165329006521552,0.2371388301620859,negative_growth,moderate_positive,medium,contraction,mixed,AAPL_2017-08-01,AAPL_2017-08-01,0.0526673278153199,0.0469050233988026,0.0330178989634754,1
2017-09-30,2017-11-02,0.5175,0.4675,0.05,10.6952,post-market,AAPL,52579000000,19931000000,13120000000,10714000000,0.3790676886209323,0.2495292797504707,0.2037695657962304,AAPL_2017-09-30,AAPL,0.1579237138830163,0.0117989879244898,0.2495292797504707,high_growth,large_positive,medium,expansion,mixed,AAPL_2017-11-02,AAPL_2017-11-02,0.0151927863049339,0.0241141286609855,0.0609797137635376,1
2017-12-31,2018-02-01,0.9725,0.965,0.0075,0.7772,post-market,AAPL,88293000000,33912000000,26274000000,20065000000,0.384084808535218,0.2975773843906085,0.2272547087538083,AAPL_2017-12-31,AAPL,0.6792445653207555,0.0234851429575778,0.2975773843906085,high_growth,small,high,expansion,mixed,AAPL_2018-02-01,AAPL_2018-02-01,-0.007620366332448501,-0.0015724930454002993,0.0249454825605767,1
2018-03-31,2018-05-01,0.6825,0.6725,0.01,1.487,post-market,AAPL,61137000000,23422000000,15894000000,13822000000,0.3831067929404452,0.2599735021345503,0.2260824050902072,AAPL_2018-03-31,AAPL,-0.3075668512792633,-0.0011723036636011,0.2599735021345503,negative_growth,small,high,stable,mixed,AAPL_2018-05-01,AAPL_2018-05-01,0.0895124311129117,0.09367076612751289,0.090439832941331,1
2018-06-30,2018-07-31,0.585,0.545,0.04,7.3394,post-market,AAPL,53265000000,20421000000,12612000000,11519000000,0.3833849619825401,0.2367783722894959,0.2162583309865765,AAPL_2018-06-30,AAPL,-0.1287599980371951,-0.0098240741036306,0.2367783722894959,negative_growth,moderate_positive,medium,contraction,mixed,AAPL_2018-07-31,AAPL_2018-07-31,0.0563814529836021,0.0724153553233062,0.07615104623146521,1
2018-09-30,2018-11-01,0.73,0.7,0.03,4.2857,post-market,AAPL,62900000000,24084000000,16118000000,14125000000,0.3828934817170111,0.256248012718601,0.2245627980922098,AAPL_2018-09-30,AAPL,0.1808880127663568,0.0083044671056332,0.256248012718601,high_growth,moderate_positive,high,expansion,strong_fundamentals,AAPL_2018-11-01,AAPL_2018-11-01,-0.0559013861723789,-0.0678265829020846,-0.09404257009380229,1
2018-12-31,2019-01-29,1.05,1.04,0.01,0.9615,post-market,AAPL,84310000000,32031000000,23346000000,19965000000,0.3799193452733958,0.2769066540149448,0.2368046495077689,AAPL_2018-12-31,AAPL,0.3403815580286169,0.012241851415559,0.2769066540149448,high_growth,small,high,expansion,mixed,AAPL_2019-01-29,AAPL_2019-01-29,0.0470432337664986,0.038794584041968096,0.0460279458741932,1
2019-03-31,2019-04-30,0.62,0.59,0.03,5.0847,post-market,AAPL,58015000000,21821000000,13415000000,11561000000,0.3761268637421356,0.2312333017323106,0.1992760492975954,AAPL_2019-03-31,AAPL,-0.3118847111849128,-0.0375286002101734,0.2312333017323106,negative_growth,moderate_positive,medium,contraction,mixed,AAPL_2019-04-30,AAPL_2019-04-30,0.053665978698333304,0.051428999614006,0.0269369655937686,1
2019-06-30,2019-07-30,0.55,0.53,0.02,3.7736,post-market,AAPL,53809000000,20227000000,11544000000,10044000000,0.3759036592391607,0.2145366016837332,0.1866602241260755,AAPL_2019-06-30,AAPL,-0.0724984917693699,-0.0126158251715199,0.2145366016837332,negative_growth,moderate_positive,medium,contraction,mixed,AAPL_2019-07-30,AAPL_2019-07-30,0.0463188513448317,0.0336988808330285,0.021160062852604297,1
2019-09-30,2019-10-30,0.76,0.71,0.05,7.0423,post-market,AAPL,64040000000,24313000000,15625000000,13686000000,0.3796533416614616,0.2439881324172392,0.2137101811367895,AAPL_2019-09-30,AAPL,0.1901354791949301,0.027049957010714,0.2439881324172392,high_growth,moderate_positive,medium,expansion,mixed,AAPL_2019-10-30,AAPL_2019-10-30,0.002270080393964903,0.011378015688326104,0.012416724931391702,1
2019-12-31,2020-01-28,1.25,1.14,0.11,9.6491,post-market,AAPL,91819000000,35217000000,25569000000,22236000000,0.3835480673934588,0.2784717759940753,0.2421720994565395,AAPL_2019-12-31,AAPL,0.4337757651467833,0.02846191831975,0.2784717759940753,high_growth,moderate_positive,high,expansion,strong_fundamentals,AAPL_2020-01-28,AAPL_2020-01-28,0.0194463424901044,0.0129704085281262,-0.004903059759001002,1
2020-03-31,2020-04-30,0.64,0.56,0.08,14.2857,post-market,AAPL,58313000000,22370000000,12853000000,11249000000,0.3836194330595236,0.2204139728705434,0.1929072419529093,AAPL_2020-03-31,AAPL,-0.3649135799780002,-0.0492648575036302,0.2204139728705434,negative_growth,large_positive,medium,contraction,mixed,AAPL_2020-04-30,AAPL_2020-04-30,0.0338899139243351,0.032601316215661605,0.020373158675125,1
2020-06-30,2020-07-30,0.65,0.51,0.14,27.451,post-market,AAPL,59685000000,22680000000,13091000000,11253000000,0.3799949736114602,0.2193348412498952,0.1885398341291781,AAPL_2020-06-30,AAPL,0.0235282012587245,-0.0043674078237311,0.2193348412498952,moderate_growth,large_positive,medium,stable,mixed,AAPL_2020-07-30,AAPL_2020-07-30,0.0983723076132957,0.0950612899541019,0.1106118215466216,1
